id,text,labels
1893,"tôi cũng thấy điêu điêu , nét chữ này của người lớn mà . chí ít cũng phải cấp 3 rồi .","[15, 13, 26]"
3946,anh chơi ác quá,"[24, 25]"
848,bản chất tham lam của con người thể hiện ngay từ những việc nhỏ ..,[23]
522,"chuẩn luôn , áp lực công việc cũng không bằng mối quan hệ với đồng nghiệp","[20, 25]"
14888,"Giám đốc sở giao dục còn tham ô cho đầy túi tham, thì thời gian đâu nghĩ đến các sự nghiệp trồng người nữa anh.","[24, 23]"
tik011722,gia nhu ngay ay toi k mang dao di hoc,[18]
tik011654,nghĩ sai một thoáng hối hận cả đời,[18]
2901,"em sẽ mãi không biết có lúc tôi gọi chỉ để nghe câu "" ai vậy ?""",[21]
you002846,"Vừa bị mẹ đánh, bố nói đủ kiểu... Nằm khóc sụt sịt thì thấy video này cảm giác như giang ơi thật sự rất quan tâm cho em... Iu chị nhiềuuu","[21, 10, 6]"
tik016770,nhìn các bn ai cx có nhan sắc mà tuổi thân lắm í,"[8, 19]"
29377,Điện Thọai Hoàng Thông xem full clip đi,[27]
32956,Phương Linh chèn ui..móa là hh hay dv nổi tiếng á.,"[0, 8]"
12543,Đó cũng là lời cảnh tỉnh cho nhiều người  áp đặt con cái luôn phải học hành,"[27, 12, 26]"
red000119,Cho nó cút bạn ơi,"[24, 26]"
5859,"dume , em tao mà bị thế này thì tao xiên mỗi đứa một nhát , đi tù cũng được",[24]
30093,Phong Nguyen còn đang đi mõm nhận lương vài đồng bạc lẻ. Đi chê người lương tiền triệu à nhóc,"[24, 25]"
15539,Nguyễn Thanh Uyên bà nên xem thử phim này nè cuốn lắm,"[0, 1, 2]"
you000223,Đế quốc Khmer từng huy hoàng,[27]
16080,Nhìn tội chu wa nam mô bổn sư thích ca mâu ni phật nam mô a di đà phật nam mô đại từ đại bi kim sơn phật,"[6, 21]"
5305,nta vẩy tay mấy cái cũng ra tranh còn tao thì 😪,"[20, 25, 19]"
tik018314,đen mũi mụn tóc xoăn tự ti thật đi toàn cúi mặt,"[21, 19]"
16778,Dừng xem luôn khi glenn mất,"[25, 21]"
31755,Minh Tri Nguyen quay đầu là bờ đi cưng 😂😂,[0]
15522,Phim xem đỉnh vãi. Xem k bỏ lỡ 1s nào luôn.,"[0, 1, 2]"
1395,thần tài cho chủ cửa hàng bán vàng chứ thần tài gì mình đâu,[20]
tik003437,"Nam mô a di đà Phật,mình khổ cũng không giàu gì nhìn lên không dám nhìn xuống,còn có nhiều người khỗ hơn mình,,chính tôi lúc gd nấu cháo bo rau muống vào ăn ca nhà chỉ một nấm gạo thôi,mình khổ qua",[21]
tik005232,ở đâu vậy cho ₫ịa chỉ với,[14]
1353,"tụi mày có hiểu được cảm giác , muốn bắt chuyện mà không dám bắt không ?? tụi mày có hiểu được cảm giác vờ ngủ gục để nhìn nó không ?? tụi mày đã từng nhìn nó thật kỉ , thật tỉ mỉ chưa ?","[4, 17, 21]"
21306,"Ko ai hiểu được bão lòng trong lòng người mẹ ấy. Con cái mất cha mẹ thì người đời gọi là mồ côi nhưng cha mẹ mất con có ai gọi dc tên, được nỗi đau ấy. Mong linh hồn em an nghỉ, mong bình an đến với cô và mong gd ở lại nguôi ngoai nỗi đau!","[6, 21, 22]"
you003314,"Tổng thống nói chuyện với 1 tổng thống trước mặt truyền thông báo chí mà khoanh tay, nhíu mắt thì quá XẤU HỔ - vô cùng XẤU HỔ - cực kỳ XẤU HỔ nha - bởi vậy mới mời NGÀI ra về","[19, 23, 24]"
tik013384,Tiếc thay là bây giờ chỉ nhìn trong tay chưa có gì . Chỉ nhìn người ta và mình chỉ cố gắng ..☺️,"[20, 5]"
tik014866,đúng...,[11]
33236,"Vũ Le Van lâu lâu kiếm tí tương tác, :))",[0]
tik018144,nhất là đứng trên sân khấu của trường,[27]
30044,Vn huấn luyện hay bị rơi thế nhỉ,"[20, 21]"
you003703,"Đời còn dài, gái còn nhiều.",[5]
tik014130,hmmm giao tiếp tốt.. nhưng lại hướng nội....,[15]
tik000239,chấc nhìn nhầm,[15]
26554,"Na Ninu phải dữ chứ, hỏng cả 1 thế hệ :))","[0, 20, 25]"
tik003010,Huấn hoa Hồng xem chưa,[14]
15990,Cảm ơn và trân quý tấm lòng của chị đã giúp ông. Cầu chúc chú nhiều sức khoẻ và mọi đều may mắn sẽ đến với chú,"[5, 6, 9]"
12832,Xem mà tức run tay .tại s lại có loạn ng nầy sống trên đời.thương các con có pit gì đâu mà bị bạo hành đến z,"[22, 24]"
you000746,Nghe a này giới thiệu 40 tuổi mà giật mình vì a còn trẻ quá :v,"[13, 8]"
13804,Phạm Lanh hóng hớt,[14]
18590,Trinh Trần e cũng từng bi 1 lần t 8 lúc về quê chơi đi đường có mỗi e với th bơ e kiểu mệt vừa bế n vừa chợp mắt kiểu đang cp mở thấy n quay ngang đthoai chụp nhanh gửi cho cái th chủ book xe cho e í mday lắm,"[24, 23]"
4709,thế nên tao với mày không thể làm người yêu nhau được,"[20, 21]"
12533,Nhung Trần thực sự nghĩ lại vẫn thấy nghẹn lòng,"[21, 22, 20]"
14811,Thằng chủ nào mà mất dạy vậy trời.có ngày nghiệp quật cho lại bảo tại số.khổ thân 2 vc ghê,"[21, 24]"
29725,"Hoàng Võ ;)) vincom cộng hoà toàn xe xanh mà tụi kêu xe gđ , cãi ko lại sale vf","[25, 26]"
14633,"Người ngoài nói chuyện vui vẻ, gần gũi, ăn uống có nhau và ngược lại",[20]
4696,thì đã sao ? miếng cơm nghề nghiệp người ta . nếu như không thích quay thì lên đòi ban tổ chức ấy hoặc đừng có mà chơi bóng chứ đâu ra cái kiểu bố đời ấy,"[24, 25]"
22005,Song Khánh hai vợ ck lm giáo viên cả đấy bn,[27]
17477,"Ca Ca Mì Gói chuẩn. Nó đi ngoại tình, về nhà ngủ với ck thì có khác gì ck nó đang gián tiếp hôn .... Của thằng khác đâu. Ngu gì giữ cho mệt ng.","[23, 25]"
7002,mẹ thằng ranh coan này,[25]
2835,"à , thì ra là nó dỗ mình 😂","[0, 12, 2]"
32875,Mun Aeri boy kiểu nữ thấy là rụng trứng hết ràu 😆😆😆,[0]
you000850,"Em cảm ơn anh rất nhiều vì đã đem lại rất nhiều giá trị cho cộng đồng, em đã thay đổi tư duy rất nhiều từ khi biết đến kênh của anh. Chúc anh luôn có thật nhiều sức khỏe , năng lượng để ra nhiều video hơn nữa nhé  !","[9, 6]"
you000093,Ít người vậy mới dễ làm ăn,[5]
20005,Phuong Nguyen h ra đg đừng tin ai cả .sợ quá😱,"[16, 17]"
31633,Vô minh thời mạt pháp,"[23, 26]"
tik008654,kiếp này ông trời nợ con bà nội rồii...,[22]
5671,mèo nhìn dễ thương mà ác vãi < 3,"[0, 23, 3]"
tik023225,"😁Chẳng phải nhìn đâu xa
cứ nhìn vụ Covid này là hiểu ""thật tự hào và may mắn khi là người Việt Nam 👍",[7]
21441,🙏🏻🙏🏻🙏🏻,[9]
17243,"Tui mà có con tui cũng nhẹ nhàng với nó! Ko phải cứ thúc ép, gò bó là con sẽ nên ng và hoc tốt! Hãy cho nó mt thoải mái nhẹ nhàng như những gì ta mong muốn khi còn nhỏ! Nhưng cũng quan tâm đúng lúc đúng chổ! Chúc các mẹ có con em sau ngày sẽ là chổ dự cho con thật tốt😘","[2, 3, 6, 11, 5]"
2587,"trung thi thì liên quan mẹ gì đến việc có gấu , tao thà ngồi nhà cho khỏe để xem mấy thằng đó dắt vợ của thằng khác đi chơi !!","[0, 2]"
tik017665,tớ... tự ti lắm vì da ngăm mà bị mọi người chê...,"[19, 21]"
tik016043,"da ngăm
răng lòi ra đằng trước
chân ghẻ
gầy
rất tự ti","[21, 19]"
x000353,@KaSiuuuuuuu Yes,[11]
tik018901,cái này fact r,[27]
3546,vợ chồng nhà này mặc quần áo ngủ đôi à ??,"[0, 14, 13]"
6531,"ôi trời ơi , buồn cười quá đi mất 😂😂😂😂😂😂","[0, 2]"
4110,yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,"[3, 20, 21]"
30173,"ĐÚNG LÀ BÁO LÁ CẢI, VỤ NÀY Ở QUẢNG YÊN- QUẢNG NINH NHÉ. Đúng kiểu hóng hớt đc một nửa vội về buôn sợ nó nguội.","[25, 26]"
19967,Hán Duy Lợi đang định đi busan chơi thì đọc dc báo này🥹 hôm này xg busan tiện hỏi thăm a zai Trần Hưng xem tình hình ổn ko😅,"[14, 17, 21, 6, 16]"
6493,"nước mắt tự trào ra , thật sự rất cảm động 😢","[21, 22]"
tik016086,tớ thí xấu hổ lémm,[19]
x000256,"@TvNhinhi Khi cánh cửa này đóng lại thì sẽ có 1 cách cửa khác mở ra, tặng Nhi nè!","[5, 6]"
you005090,Hát luyên tha luyên thuyên,[25]
tik024230,"Ngày còn bé đi học chả biết suy nghĩ ,cứ đi theo bọn bạn chế lời linh tinh !! Thật quá nông cạn 🥺","[18, 21]"
tik016540,mình thân to mập và xấu ngại và học rất dốt nên mình rất rất ngại và ko thích nó chắc ko ai giống mình 😔,"[21, 19]"
28840,"Khôn mấy chục năm, dại trong vài giây. Chúc mừng em là ứng viên sáng giá gia nhập CLB Juve (áo sọc xanh trắng).","[0, 25]"
4219,"crush đi nhậu rồi say , rồi bị thịt ... hic hic","[19, 21]"
11541,Trà Đá nhân quyền nó khác,[23]
x001397,"@nangoc84 “ Chúng ta dùng bút chì khi còn nhỏ , nhưng lớn lên lại dùng bút mực. Bạn biết lý do là gì không ? Là bởi những lỗi lầm thời bé có thể xoá , còn lớn lên thì không ""

Và đều ước không tồn tại trong thế giới hiện thực, đừng mơ tưởng sẽ đc thay đổi quá khứ,",[12]
213,thanh niên trả thù đời bằng cách này hả ?,"[12, 14, 15]"
3571,chỉ cần nhìn họ thì đã thấy tim đập mạnh rồi =))),"[1, 2]"
20876,Trần B.Chiêu khúc đầu t coi video chưa mở tiếng nên kh biết thằng đó nói gì nhưng mà t nhìn là t thấy ghét nó liền luôn á chời 😩,"[23, 25]"
tik013546,Mình đang tuổi 30 con 6 tháng vợ chồng đang sống chung với ông bà.ở tuổi này chỉ mong có việc mà làm thôi việc càng nhiều càng tốt.,"[4, 5]"
11327,Thương em,"[3, 6]"
x000398,@Hien2021 Chuẩn đó bro,[11]
tik014770,"ai chê thì kệ mẹ chúng nó ,chúng nó có nhan sắc nhưng lại đéo có đạo đức(ở mọt số thằng)cố lên bro😁😁😁😁😁😁😁😁","[24, 0, 5]"
20927,"Cường Seven A đó cản trở công an làm việc là sai nhưng a đó ko phải người chăn dắt á b, nhiều người nói a đó là người chăn dắt trẻ ko à.","[15, 26, 25]"
4052,ổng đang chán ai tán yêuc luôn 😂😂,"[0, 21]"
23037,Lê Thị Cẩm Tú con mình mình tự đặt cho chắc hậy,[27]
you001584,😍😍😍😍😍,[4]
25726,Sau vụ việc này các thanh thiếu niên sẽ càng ko chấp hành và sẵn sàng bỏ chạy vì suy nghĩ cứ chạy may ra đc thoát ko phải đóng phạt còn xui bị bắt thì bị phạt thôi chứ có gì mà phải sợ. Nói chân tình thường đối tượng còn trẻ sẽ sợ nếu bị đánh đau chứ nói sợ bị phạt thì ít có tính răng đe lắm đối với mấy thiếu niên ngổ ngáo còn đối tượng biết giá trị của đồng tiền khi mình làm ra thì mới có tính răng đe khi đụng vào kinh tế của họ.,"[24, 25]"
tik023174,Thật sự hào khi chúng ta sinh ra và lớn lên ở 🇻🇳,[7]
20486,Mấy lần mình uống cũng tí thì hóc trân châu :((,[16]
1528,chắc nó se lạnh thì đừng hỏi tại sao thằng kia lấp nhíp sưởi ấm cũng không thấy .,[27]
2004,per đừng ảo tưởng nhé,"[25, 26]"
1626,per ly trà sen của anh đem qua có ngày nó thành như v đó 😭😭 hức hức ...,"[21, 22]"
22039,"Huyền Diệp  đúng rồi, nhất là các thể loại vào cửa hàng tiện lợi hay siêu thị ấy, thay vì tự trông con lại còn bắt nhân viên trông dùm nữa, con làm hư đồ, check cam rõ ràng còn đổ thừa do nv cửa hàng đc mà
🤣🤣🤣🤣","[0, 25, 24]"
tik023337,tự hào vì mình là con cháu Việt Nam 🇻🇳,[7]
x000751,@july107193 quá đúng,[11]
15275,May mắn quá!,"[1, 2, 10]"
12547,"Tính của thuận là do giáo dục từ nhỏ, bà Trúc chồng mất sớm nên tình yêu thương dồn hết vào hai đứa con nhưng sai cách.Bà cứ nghĩ là hy sinh,bao bọc mà không dạy con biết chia sẻ khó khăn , trách nhiệm với mình nên đã tạo cho con tính ích kỷ, vô ơn và thói ỷ lại.",[26]
664,vl gần nhà,[13]
5347,"miễn sao có tiền ăn bánh trung thu , mua lồng đèn , đi du lịch =))))","[1, 2]"
tik018767,mặt tớ có sẹo thật sự rất tự tii,"[21, 19]"
756,hồi nhỏ đọc tao đã nghi nghi rồi =)))))))),"[0, 12, 14]"
27268,"Con manocanh trong mấy shop quần áo á, hồi nhỏ mình bé xíu đứng nhìn mấy con đó vừa sợ vừa cảm thấy nó có thể tự cử động được nữa =))))","[14, 16]"
tik001083,Khu vé 😭😭🙏,[0]
3606,"hay ta , hay ta","[1, 2]"
tik017593,"mặt đen
mụn
lỗ chân lông
tóc xù tự nhiên
răng 9630
ai hiểu ko","[14, 19, 23]"
thr000361,"Đi học, đi làm, khi bản thân tốt đẹp hơn. Tự dưng hỏi chính mình rằng sao hồi đó sao mình có thể làm mấy chiện khùng đin, mất mặt quá zị :)))","[18, 19]"
tik014061,t ngại giao tiếp+nch nhạt + kh biết nói gì + nói cx kh ai để í,"[17, 19, 21]"
x000798,"@ngocbon1501 điều này t công nhận nè, cảm giác 5 năm trước ko biết vượt qua thế nào giờ lại nhẹ tênh","[12, 10]"
you000978,Chúc anh tuổi 30 thật rực rỡ ❤ Những video của anh luôn mang nhiều giá trị cho những người trẻ như em hay nếu không nói quá có thể thay đổi được cuộc đời ai đó. Nên anh cứ yên tâm rằng &quot;lọ may mắn&quot; của anh sẽ tiếp tục được tích đầy và nhiều thành công sẽ đến với anh không chỉ kênh youtube này đâu. Cảm ơn anh rất nhiều 🙏,"[3, 9]"
tik012300,hối hận nhất trong đời t thua tx 300tr🥺,[18]
tik014818,"da ngăm
mặt mụn
quầng thâm mắt
nọng cằm
huh...tự ti đến mức không dám tháo khẩu trang","[21, 19]"
17259,"Chí Cương đúng là k nên đánh giá qua những gì mình thấy trước mắt
Vậy bạn thấy gì ở bức ảnh
Bạn thấy đc sự mệt mỏi thấy đc sự áp lực à
Hay thằng trong ảnh tâm sự với bạn. 
🤣🤣 Ôi từ khi nào mà 1 bức ảnh ngồi ghế đc quy nạp là áp lực cột sống z","[25, 26]"
tik014704,Chỉ cần một nụ cười tự tin mọi chuyện sẽ vượt qua😜,"[5, 2]"
845,thuở thiếu thời ai chẳn có phút bốc đồng . nên cho nó một trận để răng đe .. 🤣,"[1, 0]"
tik021277,Uk t ngại mak🤡👍,"[0, 11, 17]"
tik021545,Và chợt nhận ra chẳng có đứa bạn nào cùng tần số với mình...,[12]
tik011820,đều tới hồi hần nhất là lấy chồng nếu thời gian quya lại tôi sẽ không cái lời ng đã sinh ra tôi 🥹🥹,"[18, 4]"
13157,mai di lam tipp dui,"[21, 20]"
1720,đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn,"[16, 13, 23, 25]"
tik005445,😂😂😂 này gọi là tiền vô như nước 😁😁😁 e,"[0, 1]"
tik019229,Yess❗️,[11]
17166,Thương be quá .có gắng lên con,"[6, 21, 3]"
29688,"Trịnh Tiến Quý mở cửa có nhiều nguyên nhân mà. Có thể do thời tiết mát, xe điện đâu toả nhiệt nhiều như xe xăng, dầu đâu. Mình đi vf5 mở điều hoà lạnh ngắt. Chưa khi nào phàn nàn về điều hoà của nó",[27]
tik018357,hayy mắc cỡ,[19]
142,đỗ ngay góc cua thế có ngày sứt mõm ??,"[24, 25]"
5308,"tại như vầy nên bố tao không cho đi cùng . cụ bảo có năm còn lăn cả xuống ruộng , trèo lên mái nhà của người ta để đi ??","[20, 25]"
you001267,Trách nhiệm với bản thân,[7]
30847,Thanh Thanh Nhàn này mà tai nạn chắc lên thái nguyên xử. Luật như luật ấy. Mấy cái nguy hiểm thì éo tăng nặng lên,[25]
tik015872,Cười thôi cũng ngại☺️,[19]
tik011498,em sai r em xinloi... 🤍,"[18, 19]"
you001639,Tập trung cố gắng ở thời điểm hiện tại,[5]
26570,Vũ Phạm Đình Thái A dám làm konten này ko A thái 😂,[0]
tik023372,tự hào khi là người việt nam ❤❤🇻🇳🇻🇳,"[7, 3]"
tik018942,Sự thật đó các bạn oiiii,[12]
29,per dạo này ít tung tăng hơn xưa nên hơi trầm cảm dồi chăng 😳,[6]
11785,Hãy để nhà là nơi bão dừng ngoài cánh cửa 🙂,"[2, 5, 10]"
